"","PC","tip","shift_value","regime","shift_node","shift_edge","bootstrap_support"
"1","morphoPC1","Chromis_atripectoralis",21.140359685833,"1",405,564,0.27
"3","morphoPC1","Chromis_flavaxilla",21.140359685833,"1",405,564,0.27
"70","morphoPC1","Chromis_fumea",18.1061325431713,"1",455,480,0.41
"77","morphoPC1","Chromis_katoi",18.1061325431713,"1",455,480,0.41
"78","morphoPC1","Chromis_kennensis",18.1061325431713,"1",455,480,0.41
"72","morphoPC1","Chromis_klunzingeri",18.1061325431713,"1",455,480,0.41
"71","morphoPC1","Chromis_nitida",18.1061325431713,"1",455,480,0.41
"75","morphoPC1","Chromis_notata",18.1061325431713,"1",455,480,0.41
"76","morphoPC1","Chromis_ovalis",18.1061325431713,"1",455,480,0.41
"73","morphoPC1","Chromis_pamae",18.1061325431713,"1",455,480,0.41
"74","morphoPC1","Chromis_randalli",18.1061325431713,"1",455,480,0.41
"4","morphoPC1","Chromis_ternatensis",21.140359685833,"1",405,564,0.27
"2","morphoPC1","Chromis_viridis",21.140359685833,"1",405,564,0.27
"79","morphoPC1","Chromis_yamakawai",18.1061325431713,"1",455,480,0.41
"65","morphoPC1","Azurina_atrilobata",23.98626700749,"2",410,553,0.54
"67","morphoPC1","Azurina_cyanea",23.98626700749,"2",410,553,0.54
"68","morphoPC1","Azurina_elerae",23.98626700749,"2",410,553,0.54
"66","morphoPC1","Azurina_hirundo",23.98626700749,"2",410,553,0.54
"69","morphoPC1","Azurina_lepidolepis",23.98626700749,"2",410,553,0.54
"64","morphoPC1","Azurina_multilineata",23.98626700749,"2",410,553,0.54
"19","morphoPC1","Neopomacentrus_aktites",28.0486632861315,"2",582,209,0.93
"17","morphoPC1","Neopomacentrus_anabatoides",28.0486632861315,"2",582,209,0.93
"16","morphoPC1","Neopomacentrus_aquadulcis",28.0486632861315,"2",582,209,0.93
"14","morphoPC1","Neopomacentrus_azysron",28.0486632861315,"2",582,209,0.93
"21","morphoPC1","Neopomacentrus_bankieri",28.0486632861315,"2",582,209,0.93
"11","morphoPC1","Neopomacentrus_cyanomos",28.0486632861315,"2",582,209,0.93
"20","morphoPC1","Neopomacentrus_filamentosus",28.0486632861315,"2",582,209,0.93
"7","morphoPC1","Neopomacentrus_fuliginosus",28.0486632861315,"2",582,209,0.93
"13","morphoPC1","Neopomacentrus_metallicus",28.0486632861315,"2",582,209,0.93
"9","morphoPC1","Neopomacentrus_miryae",28.0486632861315,"2",582,209,0.93
"12","morphoPC1","Neopomacentrus_nemurus",28.0486632861315,"2",582,209,0.93
"10","morphoPC1","Neopomacentrus_sindensis",28.0486632861315,"2",582,209,0.93
"15","morphoPC1","Neopomacentrus_sororius",28.0486632861315,"2",582,209,0.93
"22","morphoPC1","Neopomacentrus_taeniurus",28.0486632861315,"2",582,209,0.93
"18","morphoPC1","Neopomacentrus_violascens",28.0486632861315,"2",582,209,0.93
"8","morphoPC1","Neopomacentrus_xanthurus",28.0486632861315,"2",582,209,0.93
"5","morphoPC1","Pristotis_obtusirostris",28.0486632861315,"2",582,209,0.93
"6","morphoPC1","Teixeirichthys_jordani",28.0486632861315,"2",582,209,0.93
"39","morphoPC1","Cheiloprion_labiatus",10.7780189732473,"3",521,331,0.71
"101","morphoPC1","Chromis_albicauda",9.20117284335269,"3",467,444,0.14
"93","morphoPC1","Chromis_alpha",9.20117284335269,"3",467,444,0.14
"82","morphoPC1","Chromis_alta",9.20117284335269,"3",467,444,0.14
"99","morphoPC1","Chromis_anadema",9.20117284335269,"3",467,444,0.14
"102","morphoPC1","Chromis_analis",9.20117284335269,"3",467,444,0.14
"95","morphoPC1","Chromis_bowesi",9.20117284335269,"3",467,444,0.14
"91","morphoPC1","Chromis_cadenati",9.20117284335269,"3",467,444,0.14
"90","morphoPC1","Chromis_chromis",9.20117284335269,"3",467,444,0.14
"108","morphoPC1","Chromis_cinerascens",9.20117284335269,"3",467,444,0.14
"80","morphoPC1","Chromis_crusma",9.20117284335269,"3",467,444,0.14
"94","morphoPC1","Chromis_degruyi",9.20117284335269,"3",467,444,0.14
"96","morphoPC1","Chromis_earina",9.20117284335269,"3",467,444,0.14
"84","morphoPC1","Chromis_enchrysura",9.20117284335269,"3",467,444,0.14
"103","morphoPC1","Chromis_flavapicis",9.20117284335269,"3",467,444,0.14
"107","morphoPC1","Chromis_gunting",9.20117284335269,"3",467,444,0.14
"104","morphoPC1","Chromis_hangganan",9.20117284335269,"3",467,444,0.14
"86","morphoPC1","Chromis_insolata",9.20117284335269,"3",467,444,0.14
"89","morphoPC1","Chromis_limbata",9.20117284335269,"3",467,444,0.14
"83","morphoPC1","Chromis_limbaughi",9.20117284335269,"3",467,444,0.14
"88","morphoPC1","Chromis_lubbocki",9.20117284335269,"3",467,444,0.14
"98","morphoPC1","Chromis_opercularis",9.20117284335269,"3",467,444,0.14
"105","morphoPC1","Chromis_pembae",9.20117284335269,"3",467,444,0.14
"81","morphoPC1","Chromis_punctipinnis",9.20117284335269,"3",467,444,0.14
"92","morphoPC1","Chromis_sanctaehelenae",9.20117284335269,"3",467,444,0.14
"109","morphoPC1","Chromis_scotochiloptera",9.20117284335269,"3",467,444,0.14
"87","morphoPC1","Chromis_scotti",9.20117284335269,"3",467,444,0.14
"85","morphoPC1","Chromis_vanbebberae",9.20117284335269,"3",467,444,0.14
"97","morphoPC1","Chromis_verater",9.20117284335269,"3",467,444,0.14
"111","morphoPC1","Chromis_weberi",9.20117284335269,"3",467,444,0.14
"106","morphoPC1","Chromis_woodsi",9.20117284335269,"3",467,444,0.14
"110","morphoPC1","Chromis_xanthochira",9.20117284335269,"3",467,444,0.14
"112","morphoPC1","Chromis_xanthopterygia",9.20117284335269,"3",467,444,0.14
"100","morphoPC1","Chromis_xanthura",9.20117284335269,"3",467,444,0.14
"26","morphoPC1","Chrysiptera_biocellata",10.7780189732473,"3",521,331,0.71
"27","morphoPC1","Chrysiptera_brownriggii",10.7780189732473,"3",521,331,0.71
"57","morphoPC1","Chrysiptera_burtjonesi",10.7780189732473,"3",521,331,0.71
"30","morphoPC1","Chrysiptera_caeruleolineata",10.7780189732473,"3",521,331,0.71
"47","morphoPC1","Chrysiptera_caesifrons",10.7780189732473,"3",521,331,0.71
"48","morphoPC1","Chrysiptera_chrysocephala",10.7780189732473,"3",521,331,0.71
"44","morphoPC1","Chrysiptera_cyanea",10.7780189732473,"3",521,331,0.71
"53","morphoPC1","Chrysiptera_ellenae",10.7780189732473,"3",521,331,0.71
"41","morphoPC1","Chrysiptera_flavipinnis",10.7780189732473,"3",521,331,0.71
"23","morphoPC1","Chrysiptera_galba",10.7780189732473,"3",521,331,0.71
"49","morphoPC1","Chrysiptera_giti",10.7780189732473,"3",521,331,0.71
"29","morphoPC1","Chrysiptera_glauca",10.7780189732473,"3",521,331,0.71
"50","morphoPC1","Chrysiptera_hemicyanea",10.7780189732473,"3",521,331,0.71
"28","morphoPC1","Chrysiptera_leucopoma",10.7780189732473,"3",521,331,0.71
"58","morphoPC1","Chrysiptera_maurineae",10.7780189732473,"3",521,331,0.71
"54","morphoPC1","Chrysiptera_oxycephala",10.7780189732473,"3",521,331,0.71
"56","morphoPC1","Chrysiptera_papuensis",10.7780189732473,"3",521,331,0.71
"51","morphoPC1","Chrysiptera_parasema",10.7780189732473,"3",521,331,0.71
"24","morphoPC1","Chrysiptera_rapanui",10.7780189732473,"3",521,331,0.71
"46","morphoPC1","Chrysiptera_rex",10.7780189732473,"3",521,331,0.71
"40","morphoPC1","Chrysiptera_rollandi",10.7780189732473,"3",521,331,0.71
"59","morphoPC1","Chrysiptera_sinclairi",10.7780189732473,"3",521,331,0.71
"52","morphoPC1","Chrysiptera_springeri",10.7780189732473,"3",521,331,0.71
"25","morphoPC1","Chrysiptera_starcki",10.7780189732473,"3",521,331,0.71
"42","morphoPC1","Chrysiptera_talboti",10.7780189732473,"3",521,331,0.71
"45","morphoPC1","Chrysiptera_taupou",10.7780189732473,"3",521,331,0.71
"43","morphoPC1","Chrysiptera_traceyi",10.7780189732473,"3",521,331,0.71
"31","morphoPC1","Chrysiptera_unimaculata",10.7780189732473,"3",521,331,0.71
"55","morphoPC1","Chrysiptera_uswanasi",10.7780189732473,"3",521,331,0.71
"36","morphoPC1","Dischistodus_chrysopoecilus",10.7780189732473,"3",521,331,0.71
"34","morphoPC1","Dischistodus_melanotus",10.7780189732473,"3",521,331,0.71
"37","morphoPC1","Dischistodus_perspicillatus",10.7780189732473,"3",521,331,0.71
"38","morphoPC1","Dischistodus_prosopotaenia",10.7780189732473,"3",521,331,0.71
"35","morphoPC1","Dischistodus_pseudochrysopoecilus",10.7780189732473,"3",521,331,0.71
"32","morphoPC1","Pomachromis_fuscidorsalis",10.7780189732473,"3",521,331,0.71
"33","morphoPC1","Pomachromis_richardsoni",10.7780189732473,"3",521,331,0.71
"60","morphoPC1","Pycnochromis_acares",38.9679696841424,"4",426,521,0.92
"62","morphoPC1","Pycnochromis_lineatus",38.9679696841424,"4",426,521,0.92
"61","morphoPC1","Pycnochromis_nigrurus",38.9679696841424,"4",426,521,0.92
"63","morphoPC1","Pycnochromis_vanderbilti",38.9679696841424,"4",426,521,0.92
"113","morphoPC2","Cheiloprion_labiatus",-13.0568057670279,"1",537,312,0.7
"191","morphoPC2","Chrysiptera_burtjonesi",-13.0568057670279,"1",537,312,0.7
"910","morphoPC2","Chrysiptera_caesifrons",-13.0568057670279,"1",537,312,0.7
"1010","morphoPC2","Chrysiptera_chrysocephala",-13.0568057670279,"1",537,312,0.7
"610","morphoPC2","Chrysiptera_cyanea",-13.0568057670279,"1",537,312,0.7
"151","morphoPC2","Chrysiptera_ellenae",-13.0568057670279,"1",537,312,0.7
"310","morphoPC2","Chrysiptera_flavipinnis",-13.0568057670279,"1",537,312,0.7
"114","morphoPC2","Chrysiptera_giti",-13.0568057670279,"1",537,312,0.7
"121","morphoPC2","Chrysiptera_hemicyanea",-13.0568057670279,"1",537,312,0.7
"201","morphoPC2","Chrysiptera_maurineae",-13.0568057670279,"1",537,312,0.7
"161","morphoPC2","Chrysiptera_oxycephala",-13.0568057670279,"1",537,312,0.7
"181","morphoPC2","Chrysiptera_papuensis",-13.0568057670279,"1",537,312,0.7
"131","morphoPC2","Chrysiptera_parasema",-13.0568057670279,"1",537,312,0.7
"810","morphoPC2","Chrysiptera_rex",-13.0568057670279,"1",537,312,0.7
"210","morphoPC2","Chrysiptera_rollandi",-13.0568057670279,"1",537,312,0.7
"211","morphoPC2","Chrysiptera_sinclairi",-13.0568057670279,"1",537,312,0.7
"141","morphoPC2","Chrysiptera_springeri",-13.0568057670279,"1",537,312,0.7
"410","morphoPC2","Chrysiptera_talboti",-13.0568057670279,"1",537,312,0.7
"710","morphoPC2","Chrysiptera_taupou",-13.0568057670279,"1",537,312,0.7
"510","morphoPC2","Chrysiptera_traceyi",-13.0568057670279,"1",537,312,0.7
"171","morphoPC2","Chrysiptera_uswanasi",-13.0568057670279,"1",537,312,0.7
"311","morphoPC3","Amblyglyphidodon_aureus",-9.04175192338269,"1",570,254,0.68
"145","morphoPC3","Amblyglyphidodon_batunaorum",-9.04175192338269,"1",570,254,0.68
"611","morphoPC3","Amblyglyphidodon_curacao",-9.04175192338269,"1",570,254,0.68
"511","morphoPC3","Amblyglyphidodon_flavilatus",-9.04175192338269,"1",570,254,0.68
"411","morphoPC3","Amblyglyphidodon_flavopurpureus",-9.04175192338269,"1",570,254,0.68
"711","morphoPC3","Amblyglyphidodon_indicus",-9.04175192338269,"1",570,254,0.68
"1011","morphoPC3","Amblyglyphidodon_leucogaster",-9.04175192338269,"1",570,254,0.68
"911","morphoPC3","Amblyglyphidodon_melanopterus",-9.04175192338269,"1",570,254,0.68
"811","morphoPC3","Amblyglyphidodon_orbicularis",-9.04175192338269,"1",570,254,0.68
"1110","morphoPC3","Amblyglyphidodon_silolona",-9.04175192338269,"1",570,254,0.68
"212","morphoPC3","Amblyglyphidodon_ternatensis",-9.04175192338269,"1",570,254,0.68
"146","morphoPC3","Dischistodus_chrysopoecilus",11.09729240088,"2",533,310,0.4
"1210","morphoPC3","Dischistodus_melanotus",11.09729240088,"2",533,310,0.4
"152","morphoPC3","Dischistodus_perspicillatus",11.09729240088,"2",533,310,0.4
"162","morphoPC3","Dischistodus_prosopotaenia",11.09729240088,"2",533,310,0.4
"1310","morphoPC3","Dischistodus_pseudochrysopoecilus",11.09729240088,"2",533,310,0.4
"231","morphoPC3","Azurina_atrilobata",-4.28325481465518,"3",403,567,0.52
"172","morphoPC3","Azurina_brevirostris",-4.28325481465518,"3",403,567,0.52
"251","morphoPC3","Azurina_cyanea",-4.28325481465518,"3",403,567,0.52
"261","morphoPC3","Azurina_elerae",-4.28325481465518,"3",403,567,0.52
"241","morphoPC3","Azurina_hirundo",-4.28325481465518,"3",403,567,0.52
"271","morphoPC3","Azurina_lepidolepis",-4.28325481465518,"3",403,567,0.52
"221","morphoPC3","Azurina_multilineata",-4.28325481465518,"3",403,567,0.52
"641","morphoPC3","Chromis_abyssicola",-4.28325481465518,"3",403,567,0.52
"791","morphoPC3","Chromis_abyssus",-4.28325481465518,"3",403,567,0.52
"1021","morphoPC3","Chromis_albicauda",-4.28325481465518,"3",403,567,0.52
"781","morphoPC3","Chromis_albomaculata",-4.28325481465518,"3",403,567,0.52
"941","morphoPC3","Chromis_alpha",-4.28325481465518,"3",403,567,0.52
"831","morphoPC3","Chromis_alta",-4.28325481465518,"3",403,567,0.52
"1001","morphoPC3","Chromis_anadema",-4.28325481465518,"3",403,567,0.52
"1031","morphoPC3","Chromis_analis",-4.28325481465518,"3",403,567,0.52
"182","morphoPC3","Chromis_atripectoralis",-4.28325481465518,"3",403,567,0.52
"961","morphoPC3","Chromis_bowesi",-4.28325481465518,"3",403,567,0.52
"921","morphoPC3","Chromis_cadenati",-4.28325481465518,"3",403,567,0.52
"912","morphoPC3","Chromis_chromis",-4.28325481465518,"3",403,567,0.52
"612","morphoPC3","Chromis_chrysura",-4.28325481465518,"3",403,567,0.52
"1091","morphoPC3","Chromis_cinerascens",-4.28325481465518,"3",403,567,0.52
"801","morphoPC3","Chromis_circumaurea",-4.28325481465518,"3",403,567,0.52
"812","morphoPC3","Chromis_crusma",-4.28325481465518,"3",403,567,0.52
"951","morphoPC3","Chromis_degruyi",-4.28325481465518,"3",403,567,0.52
"591","morphoPC3","Chromis_dispila",-4.28325481465518,"3",403,567,0.52
"971","morphoPC3","Chromis_earina",-4.28325481465518,"3",403,567,0.52
"851","morphoPC3","Chromis_enchrysura",-4.28325481465518,"3",403,567,0.52
"1041","morphoPC3","Chromis_flavapicis",-4.28325481465518,"3",403,567,0.52
"202","morphoPC3","Chromis_flavaxilla",-4.28325481465518,"3",403,567,0.52
"681","morphoPC3","Chromis_fumea",-4.28325481465518,"3",403,567,0.52
"1081","morphoPC3","Chromis_gunting",-4.28325481465518,"3",403,567,0.52
"1051","morphoPC3","Chromis_hangganan",-4.28325481465518,"3",403,567,0.52
"601","morphoPC3","Chromis_hypsilepis",-4.28325481465518,"3",403,567,0.52
"871","morphoPC3","Chromis_insolata",-4.28325481465518,"3",403,567,0.52
"751","morphoPC3","Chromis_katoi",-4.28325481465518,"3",403,567,0.52
"761","morphoPC3","Chromis_kennensis",-4.28325481465518,"3",403,567,0.52
"701","morphoPC3","Chromis_klunzingeri",-4.28325481465518,"3",403,567,0.52
"901","morphoPC3","Chromis_limbata",-4.28325481465518,"3",403,567,0.52
"841","morphoPC3","Chromis_limbaughi",-4.28325481465518,"3",403,567,0.52
"891","morphoPC3","Chromis_lubbocki",-4.28325481465518,"3",403,567,0.52
"651","morphoPC3","Chromis_mamatapara",-4.28325481465518,"3",403,567,0.52
"621","morphoPC3","Chromis_mirationis",-4.28325481465518,"3",403,567,0.52
"691","morphoPC3","Chromis_nitida",-4.28325481465518,"3",403,567,0.52
"731","morphoPC3","Chromis_notata",-4.28325481465518,"3",403,567,0.52
"661","morphoPC3","Chromis_okamurai",-4.28325481465518,"3",403,567,0.52
"991","morphoPC3","Chromis_opercularis",-4.28325481465518,"3",403,567,0.52
"741","morphoPC3","Chromis_ovalis",-4.28325481465518,"3",403,567,0.52
"712","morphoPC3","Chromis_pamae",-4.28325481465518,"3",403,567,0.52
"631","morphoPC3","Chromis_pelloura",-4.28325481465518,"3",403,567,0.52
"1061","morphoPC3","Chromis_pembae",-4.28325481465518,"3",403,567,0.52
"821","morphoPC3","Chromis_punctipinnis",-4.28325481465518,"3",403,567,0.52
"721","morphoPC3","Chromis_randalli",-4.28325481465518,"3",403,567,0.52
"931","morphoPC3","Chromis_sanctaehelenae",-4.28325481465518,"3",403,567,0.52
"1101","morphoPC3","Chromis_scotochiloptera",-4.28325481465518,"3",403,567,0.52
"881","morphoPC3","Chromis_scotti",-4.28325481465518,"3",403,567,0.52
"213","morphoPC3","Chromis_ternatensis",-4.28325481465518,"3",403,567,0.52
"671","morphoPC3","Chromis_tingting",-4.28325481465518,"3",403,567,0.52
"861","morphoPC3","Chromis_vanbebberae",-4.28325481465518,"3",403,567,0.52
"981","morphoPC3","Chromis_verater",-4.28325481465518,"3",403,567,0.52
"192","morphoPC3","Chromis_viridis",-4.28325481465518,"3",403,567,0.52
"1121","morphoPC3","Chromis_weberi",-4.28325481465518,"3",403,567,0.52
"1071","morphoPC3","Chromis_woodsi",-4.28325481465518,"3",403,567,0.52
"1111","morphoPC3","Chromis_xanthochira",-4.28325481465518,"3",403,567,0.52
"1131","morphoPC3","Chromis_xanthopterygia",-4.28325481465518,"3",403,567,0.52
"1012","morphoPC3","Chromis_xanthura",-4.28325481465518,"3",403,567,0.52
"771","morphoPC3","Chromis_yamakawai",-4.28325481465518,"3",403,567,0.52
"291","morphoPC3","Dascyllus_abudafur",-4.28325481465518,"3",403,567,0.52
"361","morphoPC3","Dascyllus_albisella",-4.28325481465518,"3",403,567,0.52
"301","morphoPC3","Dascyllus_aruanus",-4.28325481465518,"3",403,567,0.52
"341","morphoPC3","Dascyllus_carneus",-4.28325481465518,"3",403,567,0.52
"321","morphoPC3","Dascyllus_flavicaudus",-4.28325481465518,"3",403,567,0.52
"312","morphoPC3","Dascyllus_marginatus",-4.28325481465518,"3",403,567,0.52
"281","morphoPC3","Dascyllus_melanurus",-4.28325481465518,"3",403,567,0.52
"331","morphoPC3","Dascyllus_reticulatus",-4.28325481465518,"3",403,567,0.52
"351","morphoPC3","Dascyllus_strasburgi",-4.28325481465518,"3",403,567,0.52
"371","morphoPC3","Dascyllus_trimaculatus",-4.28325481465518,"3",403,567,0.52
"481","morphoPC3","Pycnochromis_abruptus",-4.28325481465518,"3",403,567,0.52
"381","morphoPC3","Pycnochromis_acares",-4.28325481465518,"3",403,567,0.52
"421","morphoPC3","Pycnochromis_alleni",-4.28325481465518,"3",403,567,0.52
"571","morphoPC3","Pycnochromis_amboinensis",-4.28325481465518,"3",403,567,0.52
"441","morphoPC3","Pycnochromis_atripes",-4.28325481465518,"3",403,567,0.52
"541","morphoPC3","Pycnochromis_caudalis",-4.28325481465518,"3",403,567,0.52
"431","morphoPC3","Pycnochromis_delta",-4.28325481465518,"3",403,567,0.52
"471","morphoPC3","Pycnochromis_dimidiatus",-4.28325481465518,"3",403,567,0.52
"551","morphoPC3","Pycnochromis_fatuhivae",-4.28325481465518,"3",403,567,0.52
"461","morphoPC3","Pycnochromis_fieldi",-4.28325481465518,"3",403,567,0.52
"451","morphoPC3","Pycnochromis_hanui",-4.28325481465518,"3",403,567,0.52
"581","morphoPC3","Pycnochromis_howsoni",-4.28325481465518,"3",403,567,0.52
"512","morphoPC3","Pycnochromis_iomelas",-4.28325481465518,"3",403,567,0.52
"521","morphoPC3","Pycnochromis_leucurus",-4.28325481465518,"3",403,567,0.52
"401","morphoPC3","Pycnochromis_lineatus",-4.28325481465518,"3",403,567,0.52
"491","morphoPC3","Pycnochromis_margaritifer",-4.28325481465518,"3",403,567,0.52
"391","morphoPC3","Pycnochromis_nigrurus",-4.28325481465518,"3",403,567,0.52
"561","morphoPC3","Pycnochromis_ovatiformis",-4.28325481465518,"3",403,567,0.52
"501","morphoPC3","Pycnochromis_pacifica",-4.28325481465518,"3",403,567,0.52
"531","morphoPC3","Pycnochromis_retrofasciatus",-4.28325481465518,"3",403,567,0.52
"412","morphoPC3","Pycnochromis_vanderbilti",-4.28325481465518,"3",403,567,0.52
"115","morphoPC3","Dascyllus_abudafur",-8.82954038958377,"4",415,554,0.96
"122","morphoPC3","Dascyllus_albisella",-8.82954038958377,"4",415,554,0.96
"116","morphoPC3","Dascyllus_aruanus",-8.82954038958377,"4",415,554,0.96
"120","morphoPC3","Dascyllus_carneus",-8.82954038958377,"4",415,554,0.96
"118","morphoPC3","Dascyllus_flavicaudus",-8.82954038958377,"4",415,554,0.96
"117","morphoPC3","Dascyllus_marginatus",-8.82954038958377,"4",415,554,0.96
"1141","morphoPC3","Dascyllus_melanurus",-8.82954038958377,"4",415,554,0.96
"119","morphoPC3","Dascyllus_reticulatus",-8.82954038958377,"4",415,554,0.96
"1211","morphoPC3","Dascyllus_strasburgi",-8.82954038958377,"4",415,554,0.96
"123","morphoPC3","Dascyllus_trimaculatus",-8.82954038958377,"4",415,554,0.96
"134","morphoPC3","Pycnochromis_abruptus",-8.82954038958377,"4",415,554,0.96
"124","morphoPC3","Pycnochromis_acares",-8.82954038958377,"4",415,554,0.96
"128","morphoPC3","Pycnochromis_alleni",-8.82954038958377,"4",415,554,0.96
"143","morphoPC3","Pycnochromis_amboinensis",-8.82954038958377,"4",415,554,0.96
"130","morphoPC3","Pycnochromis_atripes",-8.82954038958377,"4",415,554,0.96
"140","morphoPC3","Pycnochromis_caudalis",-8.82954038958377,"4",415,554,0.96
